path,emotion,text
data/processed/audio/sample_86.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_87.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_88.wav,angry, Kids are talking by the door.
data/processed/audio/sample_89.wav,angry, Kids are talking by the door.
data/processed/audio/sample_90.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_91.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_92.wav,angry, Kids are talking by the door.
data/processed/audio/sample_93.wav,angry, Kids are talking by the door.
data/processed/audio/sample_94.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_95.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_96.wav,fear, Kids are talking by the door.
data/processed/audio/sample_97.wav,fear, Kids are talking by the door.
data/processed/audio/sample_98.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_99.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_100.wav,fear, Kids are talking by the door.
data/processed/audio/sample_101.wav,fear, Kids are talking by the door.
data/processed/audio/sample_102.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_103.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_104.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_105.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_106.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_107.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_108.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_109.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_110.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_111.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_112.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_113.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_114.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_115.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_116.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_117.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_118.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_119.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_120.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_121.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_122.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_123.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_124.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_125.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_126.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_127.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_128.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_129.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_130.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_131.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_132.wav,happy, Kids are talking by the door.
data/processed/audio/sample_133.wav,happy, Kids are talking by the door.
data/processed/audio/sample_134.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_135.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_136.wav,happy, Kids are talking by the door!
data/processed/audio/sample_137.wav,happy, Kids are talking by the door!
data/processed/audio/sample_138.wav,happy, Dogs are sitting by the door!
data/processed/audio/sample_139.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_140.wav,sad, Kids are talking by the door.
data/processed/audio/sample_141.wav,sad, Kids are talking by the door.
data/processed/audio/sample_142.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_143.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_144.wav,sad, Kids are talking by the door.
data/processed/audio/sample_145.wav,sad, Kids are talking by the door!
data/processed/audio/sample_146.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_147.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_148.wav,angry, Kids are talking by the door.
data/processed/audio/sample_149.wav,angry, Kids are talking by the door.
data/processed/audio/sample_150.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_151.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_152.wav,angry, Kids are talking by the door!
data/processed/audio/sample_153.wav,angry, Kids are talking by the door!
data/processed/audio/sample_154.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_155.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_156.wav,fear, Kids are talking by the door.
data/processed/audio/sample_157.wav,fear, Kids are talking by the door.
data/processed/audio/sample_158.wav,fear, The dogs are sitting by the door.
data/processed/audio/sample_159.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_160.wav,fear, Kids are talking by the door!
data/processed/audio/sample_161.wav,fear, The kids are talking by the door!
data/processed/audio/sample_162.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_163.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_164.wav,disgust, Cutes are talking by the door.
data/processed/audio/sample_165.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_166.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_167.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_168.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_169.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_170.wav,disgust, Well dogs are sitting by the door. Oh.
data/processed/audio/sample_171.wav,disgust, Dogs are sitting by the door!
data/processed/audio/sample_172.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_173.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_174.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_175.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_176.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_177.wav,surprised, Kids are talking by the door!
data/processed/audio/sample_178.wav,surprised, Dogs are sitting by the door!
data/processed/audio/sample_179.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_180.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_181.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_182.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_183.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_184.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_185.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_186.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_187.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_188.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_189.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_190.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_191.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_192.wav,happy, Kids are talking by the door.
data/processed/audio/sample_193.wav,happy, Kids are talking by the door.
data/processed/audio/sample_194.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_195.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_196.wav,happy, Kids are talking by the door!
data/processed/audio/sample_197.wav,happy, Kids are talking by the door.
data/processed/audio/sample_198.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_199.wav,happy, Dogs are sitting by the door!
data/processed/audio/sample_200.wav,sad, Kids are talking by the door.
data/processed/audio/sample_201.wav,sad, Kids are talking by the door.
data/processed/audio/sample_202.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_203.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_204.wav,sad, Kids are talking by the door!
data/processed/audio/sample_205.wav,sad, Kids are talking by the door!
data/processed/audio/sample_206.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_207.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_208.wav,angry, Kids are talking by the door.
data/processed/audio/sample_209.wav,angry, Kids are talking by the door.
data/processed/audio/sample_210.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_211.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_212.wav,angry, Kids are talking by the door!
data/processed/audio/sample_213.wav,angry, Kids are talking by the door.
data/processed/audio/sample_214.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_215.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_216.wav,fear, Kids are talking by the door.
data/processed/audio/sample_217.wav,fear, Kids are talking by the door.
data/processed/audio/sample_218.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_219.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_220.wav,fear, Kids are talking by the door!
data/processed/audio/sample_221.wav,fear, Kids are talking by the door!
data/processed/audio/sample_222.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_223.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_224.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_225.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_226.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_227.wav,disgust, Dogs are sitting by the door?
data/processed/audio/sample_228.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_229.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_230.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_231.wav,disgust, Dogs are sitting by the door!
data/processed/audio/sample_232.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_233.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_234.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_235.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_236.wav,surprised, Kids are talking by the door?
data/processed/audio/sample_237.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_238.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_239.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_240.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_241.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_242.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_243.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_244.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_245.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_246.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_247.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_248.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_249.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_250.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_251.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_252.wav,happy, Kids are talking by the door.
data/processed/audio/sample_253.wav,happy, Kids are talking by the door.
data/processed/audio/sample_254.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_255.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_256.wav,happy, Kids are talking by the door.
data/processed/audio/sample_257.wav,happy, Kids are talking by the door.
data/processed/audio/sample_258.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_259.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_260.wav,sad, Kids are talking by the door.
data/processed/audio/sample_261.wav,sad, Kids are talking by the door.
data/processed/audio/sample_262.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_263.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_264.wav,sad, Kids are talking by the door.
data/processed/audio/sample_265.wav,sad," Kids, you're talking by the door."
data/processed/audio/sample_266.wav,sad, Talks are sitting by the door.
data/processed/audio/sample_267.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_268.wav,angry, Kids are talking by the door.
data/processed/audio/sample_269.wav,angry, Kids are talking by the door.
data/processed/audio/sample_270.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_271.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_272.wav,angry, Kids are talking by the door!
data/processed/audio/sample_273.wav,angry, Kids are talking by the door!
data/processed/audio/sample_274.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_275.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_276.wav,fear, Kids are talking by the door.
data/processed/audio/sample_277.wav,fear, Kids are talking by the door.
data/processed/audio/sample_278.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_279.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_280.wav,fear, Kids are talking by the door!
data/processed/audio/sample_281.wav,fear, Kids are talking by the door!
data/processed/audio/sample_282.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_283.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_284.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_285.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_286.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_287.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_288.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_289.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_290.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_291.wav,disgust, Ah dogs are sitting by the door
data/processed/audio/sample_292.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_293.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_294.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_295.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_296.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_297.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_298.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_299.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_300.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_301.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_302.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_303.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_304.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_305.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_306.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_307.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_308.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_309.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_310.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_311.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_312.wav,happy, Kids are talking by the door.
data/processed/audio/sample_313.wav,happy, Kids are talking by the door.
data/processed/audio/sample_314.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_315.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_316.wav,happy, Kids are talking by the door!
data/processed/audio/sample_317.wav,happy, Kids are talking by the door!
data/processed/audio/sample_318.wav,happy, Dogs are sitting by the door!
data/processed/audio/sample_319.wav,happy, Dogs are sitting by the door!
data/processed/audio/sample_320.wav,sad, Kids are talking by the door.
data/processed/audio/sample_321.wav,sad, Kids are talking by the door.
data/processed/audio/sample_322.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_323.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_324.wav,sad, Kids are talking by the door!
data/processed/audio/sample_325.wav,sad, Kids are talking by the door.
data/processed/audio/sample_326.wav,sad, Don't are sitting by the door.
data/processed/audio/sample_327.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_328.wav,angry, Kids are talking by the door.
data/processed/audio/sample_329.wav,angry, Kids are talking by the door.
data/processed/audio/sample_330.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_331.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_332.wav,angry, Kids are talking by the door!
data/processed/audio/sample_333.wav,angry, Kids are talking by the door!
data/processed/audio/sample_334.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_335.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_336.wav,fear, Kids are talking by the door.
data/processed/audio/sample_337.wav,fear, Kids are talking by the door.
data/processed/audio/sample_338.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_339.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_340.wav,fear, Kids are talking by the door!
data/processed/audio/sample_341.wav,fear, Kids are talking my door!
data/processed/audio/sample_342.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_343.wav,fear, Ducks are sitting by the door!
data/processed/audio/sample_344.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_345.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_346.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_347.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_348.wav,disgust, Kids are talking by the door!
data/processed/audio/sample_349.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_350.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_351.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_352.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_353.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_354.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_355.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_356.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_357.wav,surprised, Kids are talking by the door!
data/processed/audio/sample_358.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_359.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_360.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_361.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_362.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_363.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_364.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_365.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_366.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_367.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_368.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_369.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_370.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_371.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_372.wav,happy, Kids are talking by the door.
data/processed/audio/sample_373.wav,happy, Kids are talking by the door.
data/processed/audio/sample_374.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_375.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_376.wav,happy, Kids are talking by the door.
data/processed/audio/sample_377.wav,happy, KISS ARE TALKING BY THE DOOR!
data/processed/audio/sample_378.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_379.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_380.wav,sad, Kids are talking by the door.
data/processed/audio/sample_381.wav,sad, Kids are talking by the door.
data/processed/audio/sample_382.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_383.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_384.wav,sad, Kids are talking by the door.
data/processed/audio/sample_385.wav,sad, Kids are talking by the door.
data/processed/audio/sample_386.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_387.wav,sad, Dogs are sitting by the door.
data/processed/audio/sample_388.wav,angry, Kids are talking by the door.
data/processed/audio/sample_389.wav,angry, Kids are talking by the door.
data/processed/audio/sample_390.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_391.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_392.wav,angry, Kids are talking by the door!
data/processed/audio/sample_393.wav,angry, Kids are talking by the door!
data/processed/audio/sample_394.wav,angry, Dogs are sitting by the door!
data/processed/audio/sample_395.wav,angry, Dogs are sitting by the door.
data/processed/audio/sample_396.wav,fear, Kids are talking by the door.
data/processed/audio/sample_397.wav,fear, Kids are talking by the door.
data/processed/audio/sample_398.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_399.wav,fear, Dogs are sitting by the door.
data/processed/audio/sample_400.wav,fear, Kids are talking by the door!
data/processed/audio/sample_401.wav,fear, Kids are talking by the door!
data/processed/audio/sample_402.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_403.wav,fear, Dogs are sitting by the door!
data/processed/audio/sample_404.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_405.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_406.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_407.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_408.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_409.wav,disgust, Kids are talking by the door.
data/processed/audio/sample_410.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_411.wav,disgust, Dogs are sitting by the door.
data/processed/audio/sample_412.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_413.wav,surprised, Kids are talking by the door.
data/processed/audio/sample_414.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_415.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_416.wav,surprised, Cates are talking by the door.
data/processed/audio/sample_417.wav,surprised, Kids are talking by the door?
data/processed/audio/sample_418.wav,surprised, Dogs are sitting by the door!
data/processed/audio/sample_419.wav,surprised, Dogs are sitting by the door.
data/processed/audio/sample_420.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_421.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_422.wav,neutral, The dogs are sitting by the door.
data/processed/audio/sample_423.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_424.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_425.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_426.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_427.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_428.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_429.wav,neutral, Kids are talking by the door.
data/processed/audio/sample_430.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_431.wav,neutral, Dogs are sitting by the door.
data/processed/audio/sample_432.wav,happy, Kids are talking by the door.
data/processed/audio/sample_433.wav,happy, Kids are talking by the door.
data/processed/audio/sample_434.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_435.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_436.wav,happy, Kids are talking by the door.
data/processed/audio/sample_437.wav,happy, Kids are talking by the door.
data/processed/audio/sample_438.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_439.wav,happy, Dogs are sitting by the door.
data/processed/audio/sample_440.wav,sad, Kids are talking by the door.
data/processed/audio/sample_441.wav,sad, Kids are talking by the door.
data/processed/audio/sample_442.wav,sad, The dogs are sitting by the door.
